entity_type,entity_id,entity_name,entity_path,content,full_text,metadata_json,source_url,created_at,updated_at,author,tags,relationships
"project","project_67567979","ready-release","atlas-datascience/lion/predecessor/core/infrastructure/ready-release","","Project: ready-release\nPath: atlas-datascience/lion/predecessor/core/infrastructure/ready-release\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/infrastructure/ready-release","{""id"":67567979,""name"":""ready-release"",""path"":""atlas-datascience/lion/predecessor/core/infrastructure/ready-release"",""namespace"":""atlas-datascience/lion/predecessor/core/infrastructure"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/infrastructure/ready-release","2025-02-28T14:27:18.644Z","2025-02-28T14:27:18.644Z","","project,gitlab,predecessor/core/infrastructure/ready-release",""
"project","project_67567925","magic","atlas-datascience/lion/predecessor/core/catalog/apis/magic","","Project: magic\nPath: atlas-datascience/lion/predecessor/core/catalog/apis/magic\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/apis/magic","{""id"":67567925,""name"":""magic"",""path"":""atlas-datascience/lion/predecessor/core/catalog/apis/magic"",""namespace"":""atlas-datascience/lion/predecessor/core/catalog/apis"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/apis/magic","2025-02-28T14:25:06.390Z","2025-02-28T14:25:06.390Z","","project,gitlab,predecessor/core/catalog/apis/magic",""
"project","project_67545996","proxy-streamer","atlas-datascience/lion/predecessor/core/data-out/proxy-streamer","","Project: proxy-streamer\nPath: atlas-datascience/lion/predecessor/core/data-out/proxy-streamer\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/proxy-streamer","{""id"":67545996,""name"":""proxy-streamer"",""path"":""atlas-datascience/lion/predecessor/core/data-out/proxy-streamer"",""namespace"":""atlas-datascience/lion/predecessor/core/data-out"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/proxy-streamer","2025-02-27T20:23:59.932Z","2025-02-27T20:23:59.932Z","","project,gitlab,predecessor/core/data-out/proxy-streamer",""
"project","project_67545922","unbundler","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/unbundler","","Project: unbundler\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/unbundler\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/unbundler","{""id"":67545922,""name"":""unbundler"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/unbundler"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/unbundler","2025-02-27T20:20:03.235Z","2025-02-27T20:20:03.235Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/unbundler",""
"project","project_67545912","product-manager","atlas-datascience/lion/predecessor/core/data-out/product-manager","","Project: product-manager\nPath: atlas-datascience/lion/predecessor/core/data-out/product-manager\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/product-manager","{""id"":67545912,""name"":""product-manager"",""path"":""atlas-datascience/lion/predecessor/core/data-out/product-manager"",""namespace"":""atlas-datascience/lion/predecessor/core/data-out"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/product-manager","2025-02-27T20:19:18.499Z","2025-02-27T20:19:18.499Z","","project,gitlab,predecessor/core/data-out/product-manager",""
"project","project_67545905","bundler","atlas-datascience/lion/predecessor/core/data-out/bundler","","Project: bundler\nPath: atlas-datascience/lion/predecessor/core/data-out/bundler\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/bundler","{""id"":67545905,""name"":""bundler"",""path"":""atlas-datascience/lion/predecessor/core/data-out/bundler"",""namespace"":""atlas-datascience/lion/predecessor/core/data-out"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/bundler","2025-02-27T20:18:44.961Z","2025-02-27T20:18:44.961Z","","project,gitlab,predecessor/core/data-out/bundler",""
"project","project_67545835","order-manager","atlas-datascience/lion/predecessor/core/data-out/order-manager","","Project: order-manager\nPath: atlas-datascience/lion/predecessor/core/data-out/order-manager\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/order-manager","{""id"":67545835,""name"":""order-manager"",""path"":""atlas-datascience/lion/predecessor/core/data-out/order-manager"",""namespace"":""atlas-datascience/lion/predecessor/core/data-out"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/order-manager","2025-02-27T20:14:01.182Z","2025-02-27T20:14:01.182Z","","project,gitlab,predecessor/core/data-out/order-manager",""
"project","project_67545829","s3object-streamer","atlas-datascience/lion/predecessor/core/data-out/s3object-streamer","","Project: s3object-streamer\nPath: atlas-datascience/lion/predecessor/core/data-out/s3object-streamer\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/s3object-streamer","{""id"":67545829,""name"":""s3object-streamer"",""path"":""atlas-datascience/lion/predecessor/core/data-out/s3object-streamer"",""namespace"":""atlas-datascience/lion/predecessor/core/data-out"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/s3object-streamer","2025-02-27T20:13:42.738Z","2025-02-27T20:13:42.738Z","","project,gitlab,predecessor/core/data-out/s3object-streamer",""
"project","project_67545824","dissemination-proxy","atlas-datascience/lion/predecessor/core/data-out/dissemination-proxy","","Project: dissemination-proxy\nPath: atlas-datascience/lion/predecessor/core/data-out/dissemination-proxy\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/dissemination-proxy","{""id"":67545824,""name"":""dissemination-proxy"",""path"":""atlas-datascience/lion/predecessor/core/data-out/dissemination-proxy"",""namespace"":""atlas-datascience/lion/predecessor/core/data-out"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-out/dissemination-proxy","2025-02-27T20:13:18.581Z","2025-02-27T20:13:18.581Z","","project,gitlab,predecessor/core/data-out/dissemination-proxy",""
"project","project_67431931","geopdf-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geopdf-extraction","","Project: geopdf-extraction\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geopdf-extraction\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geopdf-extraction","{""id"":67431931,""name"":""geopdf-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geopdf-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geopdf-extraction","2025-02-24T20:16:10.087Z","2025-02-24T20:16:10.087Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geopdf-extraction",""
"project","project_67431818","mrsid-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/mrsid-extraction","","Project: mrsid-extraction\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/mrsid-extraction\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/mrsid-extraction","{""id"":67431818,""name"":""mrsid-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/mrsid-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/mrsid-extraction","2025-02-24T20:11:06.956Z","2025-02-24T20:11:06.956Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/mrsid-extraction",""
"project","project_67431796","pic-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/pic-extraction","","Project: pic-extraction\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/pic-extraction\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/pic-extraction","{""id"":67431796,""name"":""pic-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/pic-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/pic-extraction","2025-02-24T20:10:45.183Z","2025-02-24T20:10:45.183Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/pic-extraction",""
"project","project_67431787","shpfile-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/shpfile-extraction","","Project: shpfile-extraction\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/shpfile-extraction\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/shpfile-extraction","{""id"":67431787,""name"":""shpfile-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/shpfile-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/shpfile-extraction","2025-02-24T20:10:18.600Z","2025-02-24T20:10:18.600Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/shpfile-extraction",""
"project","project_67431746","vpf-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/vpf-extraction","","Project: vpf-extraction\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/vpf-extraction\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/vpf-extraction","{""id"":67431746,""name"":""vpf-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/vpf-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/vpf-extraction","2025-02-24T20:09:41.748Z","2025-02-24T20:09:41.748Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/vpf-extraction",""
"project","project_67365663","inventory-assurance-labeling","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/inventory-assurance-labeling","","Project: inventory-assurance-labeling\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/inventory-assurance-labeling\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/inventory-assurance-labeling","{""id"":67365663,""name"":""inventory-assurance-labeling"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/inventory-assurance-labeling"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/inventory-assurance-labeling","2025-02-21T22:31:08.112Z","2025-02-21T22:31:08.112Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/inventory-assurance-labeling",""
"project","project_67365651","entity-mapping","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/entity-mapping","","Project: entity-mapping\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/entity-mapping\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/entity-mapping","{""id"":67365651,""name"":""entity-mapping"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/entity-mapping"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/entity-mapping","2025-02-21T22:30:05.113Z","2025-02-21T22:30:05.113Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/entity-mapping",""
"project","project_67365574","datum-conditioning","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/datum-conditioning","","Project: datum-conditioning\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/datum-conditioning\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/datum-conditioning","{""id"":67365574,""name"":""datum-conditioning"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/datum-conditioning"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/datum-conditioning","2025-02-21T22:22:23.803Z","2025-02-21T22:22:23.803Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/datum-conditioning",""
"project","project_67365549","geospatial-conditioning","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/geospatial-conditioning","","Project: geospatial-conditioning\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/geospatial-conditioning\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/geospatial-conditioning","{""id"":67365549,""name"":""geospatial-conditioning"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/geospatial-conditioning"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/geospatial-conditioning","2025-02-21T22:21:28.110Z","2025-02-21T22:21:28.110Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/geospatial-conditioning",""
"project","project_67365449","geospatial-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geospatial-extraction","","Project: geospatial-extraction\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geospatial-extraction\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geospatial-extraction","{""id"":67365449,""name"":""geospatial-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geospatial-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geospatial-extraction","2025-02-21T22:17:37.685Z","2025-02-21T22:17:37.685Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geospatial-extraction",""
"project","project_67365422","document-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/document-extraction","","Project: document-extraction\nPath: atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/document-extraction\nDescription: \nURL: https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/document-extraction","{""id"":67365422,""name"":""document-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/document-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/document-extraction","2025-02-21T22:16:27.248Z","2025-02-21T22:16:27.248Z","","project,gitlab,predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/document-extraction",""
